day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity
7.7,키움 히어로즈,14,3,0,2,1,0,1,대구,28.7,0,76
7.7,삼성 라이온즈,10,0,0,10,0,1,0,대구,28.7,0,76
7.8,한화 이글스,11,1,1,3,2,1,1,서울,26.5,0,81
7.8,LG 트윈스,10,0,0,5,3,0,0,서울,26.5,0,81
7.8,KIA 타이거즈,20,4,0,8,0,0,1,수원,26.9,0,90
7.8,kt wiz,14,1,0,5,2,2,0,수원,26.9,0,90
7.8,SK 와이번스,8,1,0,6,1,1,0,부산,25.7,0,90
7.8,롯데 자이언츠,8,1,2,9,0,1,1,부산,25.7,0,90
7.8,키움 히어로즈,10,5,1,8,3,0,1,대구,28.4,0,76
7.8,삼성 라이온즈,12,1,0,6,0,2,0,대구,28.4,0,76
7.9,한화 이글스,5,0,0,2,0,1,0,서울,26.3,0,87
7.9,LG 트윈스,5,1,0,7,0,0,1,서울,26.3,0,87
7.9,두산 베어스,13,2,0,6,1,0,0,창원,28.9,0,83
7.9,NC 다이노스,15,1,1,6,1,1,1,창원,28.9,0,83
7.9,SK 와이번스,9,1,0,9,2,0,1,부산,24.9,0,94
7.9,롯데 자이언츠,9,0,0,7,2,2,0,부산,24.9,0,94
7.9,키움 히어로즈,6,0,0,8,1,1,0,대구,31.7,0,64
7.9,삼성 라이온즈,13,1,0,6,0,0,1,대구,31.7,0,64
7.11,LG 트윈스,5,1,0,5,0,1,0,인천,26.1,0,90
7.11,SK 와이번스,7,1,1,9,0,1,1,인천,26.1,0,90
7.11,롯데 자이언츠,11,2,2,8,3,1,1,대전,29,0,81
7.11,한화 이글스,10,2,2,8,0,1,0,대전,29,0,81
7.11,NC 다이노스,12,0,0,3,1,0,0,광주,29.4,0,83
7.11,KIA 타이거즈,13,2,2,8,0,0,1,광주,29.4,0,83
7.11,삼성 라이온즈,8,2,0,6,2,2,1,수원,27.8,0,87
7.11,kt wiz,10,0,4,8,1,0,0,수원,27.8,0,87
7.11,키움 히어로즈,9,2,0,4,0,0,1,서울,29.2,0,71
7.11,두산 베어스,7,1,0,9,0,2,0,서울,29.2,0,71
7.12,LG 트윈스,14,3,0,6,0,2,1,인천,27.1,0,73
7.12,SK 와이번스,11,1,1,8,1,1,0,인천,27.1,0,73
7.12,롯데 자이언츠,10,1,0,4,1,1,1,대전,31.8,0,65
7.12,한화 이글스,10,0,1,7,0,1,0,대전,31.8,0,65
7.12,NC 다이노스,11,1,0,9,1,1,0,광주,32.2,0,71
7.12,KIA 타이거즈,13,3,0,5,2,1,1,광주,32.2,0,71
7.12,삼성 라이온즈,16,0,3,8,3,0,1,수원,29.3,0,75
7.12,kt wiz,9,1,0,8,1,0,0,수원,29.3,0,75
7.12,키움 히어로즈,8,0,0,9,2,1,0,서울,29.6,0,62
7.12,두산 베어스,11,1,1,6,2,0,1,서울,29.6,0,62
7.13,LG 트윈스,16,3,1,3,1,2,1,인천,29.6,0,69
7.13,SK 와이번스,5,1,0,9,0,1,0,인천,29.6,0,69
7.13,롯데 자이언츠,12,1,0,6,1,0,0,대전,32.1,0,63
7.13,한화 이글스,8,2,0,4,1,0,1,대전,32.1,0,63
7.13,NC 다이노스,6,0,0,9,0,0,0,광주,32.7,0,57
7.13,KIA 타이거즈,9,2,0,9,0,0,1,광주,32.7,0,57
7.13,삼성 라이온즈,12,1,1,6,0,0,0,수원,30.9,0,63
7.13,kt wiz,12,2,1,5,2,2,1,수원,30.9,0,63
7.13,키움 히어로즈,10,0,0,8,0,0,0,서울,31.1,0,59
7.13,두산 베어스,14,1,0,5,1,0,1,서울,31.1,0,59
7.18,KIA 타이거즈,11,2,1,8,0,0,1,서울,30,0,63
7.18,키움 히어로즈,5,1,0,9,0,0,0,서울,30,0,63
7.18,kt wiz,6,0,0,6,0,0,0,서울,30,0,63
7.18,LG 트윈스,8,0,0,3,0,1,1,서울,30,0,63
7.18,NC 다이노스,14,2,0,6,0,2,1,대전,28.1,0,84
7.18,한화 이글스,9,0,0,7,3,1,0,대전,28.1,0,84
7.18,두산 베어스,10,1,0,3,2,0,1,인천,28.1,0,78
7.18,SK 와이번스,5,1,0,2,1,1,0,인천,28.1,0,78
7.18,삼성 라이온즈,3,0,0,7,2,1,0,부산,27.3,0,80
7.18,롯데 자이언츠,7,2,2,8,1,0,1,부산,27.3,0,80
7.19,KIA 타이거즈,8,1,0,8,3,0,0,서울,30.3,0,66
7.19,키움 히어로즈,10,0,0,7,0,2,1,서울,30.3,0,66
7.19,kt wiz,6,1,0,2,2,3,0,서울,30.3,0,66
7.19,LG 트윈스,8,0,0,3,0,1,1,서울,30.3,0,66
7.19,NC 다이노스,19,2,3,6,0,2,1,대전,31.8,0,66
7.19,한화 이글스,13,3,0,7,2,2,0,대전,31.8,0,66
7.19,두산 베어스,10,1,0,10,1,0,0,인천,28.3,0,74
7.19,SK 와이번스,13,5,1,4,2,1,1,인천,28.3,0,74
7.19,삼성 라이온즈,7,2,0,6,0,0,1,부산,28,0,76
7.19,롯데 자이언츠,8,0,1,10,2,0,0,부산,28,0,76
7.2,KIA 타이거즈,17,0,1,9,1,2,1,서울,33.3,0,57
7.2,키움 히어로즈,11,1,0,8,2,1,0,서울,33.3,0,57
7.2,kt wiz,10,0,2,7,1,1,0,서울,33.3,0,57
7.2,LG 트윈스,16,1,0,5,0,0,1,서울,33.3,0,57
7.2,NC 다이노스,12,3,1,7,0,0,1,대전,33,0,69
7.2,한화 이글스,8,2,0,8,0,1,0,대전,33,0,69
7.2,두산 베어스,11,2,0,8,0,0,1,인천,29.6,0,74
7.2,SK 와이번스,8,1,0,9,0,1,0,인천,29.6,0,74
7.21,한화 이글스,9,3,1,7,1,0,0,서울,31.8,0,69
7.21,두산 베어스,11,3,0,5,0,1,1,서울,31.8,0,69
7.21,kt wiz,8,0,2,10,0,1,0,서울,31.8,0,69
7.21,키움 히어로즈,7,0,0,3,1,0,1,서울,31.8,0,69
7.21,LG 트윈스,16,3,0,8,3,1,1,대구,35.1,0,49
7.21,삼성 라이온즈,9,1,1,11,0,2,0,대구,35.1,0,49
7.21,롯데 자이언츠,10,1,2,9,1,0,1,광주,33.5,0,76
7.21,KIA 타이거즈,14,2,0,5,2,1,0,광주,33.5,0,76
7.21,SK 와이번스,14,3,0,6,1,1,0,창원,31.2,0,81
7.21,NC 다이노스,13,0,0,3,0,0,1,창원,31.2,0,81
7.22,한화 이글스,10,0,0,4,2,0,0,서울,31.2,0,66
7.22,두산 베어스,18,3,0,3,2,2,1,서울,31.2,0,66
7.22,kt wiz,10,1,0,4,2,1,1,서울,31.2,0,66
7.22,키움 히어로즈,5,2,2,7,0,1,0,서울,31.2,0,66
7.22,롯데 자이언츠,2,0,1,14,0,0,1,광주,31.6,0,82
7.22,KIA 타이거즈,5,0,1,8,0,1,0,광주,31.6,0,82
7.22,SK 와이번스,7,0,0,9,1,2,0,창원,30.7,0,73
7.22,NC 다이노스,13,1,1,5,2,1,1,창원,30.7,0,73
7.23,한화 이글스,13,1,2,3,0,1,0,서울,28,0,82
7.23,두산 베어스,12,2,0,4,1,0,1,서울,28,0,82
7.23,kt wiz,8,1,3,10,0,1,0,서울,28,0,82
7.23,키움 히어로즈,9,2,1,10,0,1,1,서울,28,0,82
7.23,LG 트윈스,7,3,0,7,2,2,0,대구,31.9,0,62
7.23,삼성 라이온즈,11,1,1,4,0,1,1,대구,31.9,0,62
7.23,롯데 자이언츠,8,0,0,8,1,0,1,광주,31.1,0,81
7.23,KIA 타이거즈,7,0,1,5,1,0,0,광주,31.1,0,81
7.23,SK 와이번스,7,1,0,11,1,1,0,창원,30,0,87
7.23,NC 다이노스,11,1,0,5,0,0,1,창원,30,0,87
7.25,NC 다이노스,6,0,0,10,0,1,0,대구,25.5,0,81
7.25,삼성 라이온즈,6,0,1,5,0,0,1,대구,25.5,0,81
7.25,두산 베어스,15,3,1,6,0,0,1,수원,32.1,0,65
7.25,kt wiz,7,0,0,7,0,1,0,수원,32.1,0,65
7.25,SK 와이번스,15,3,2,5,0,2,0,광주,31.9,0,77
7.25,KIA 타이거즈,15,2,0,8,0,0,1,광주,31.9,0,77
